QP,phi,unc
0.0,-12.816785354409951,1.265027264170957
1.3793103448275863,-15.79107181215259,1.192946304293237
2.7586206896551726,-16.061214986172946,1.8546424958060292
4.137931034482759,-14.677689187474972,0.9759349803463822
5.517241379310345,-22.521193866759855,1.211390683000116
6.8965517241379315,-23.6277503795009,1.2423226837502133
8.275862068965518,-29.475889003245747,1.4115408958577416
9.655172413793103,-34.616764255964,0.7807362731248473
11.03448275862069,-42.41851326904032,1.9301502518797482
12.413793103448278,-50.8867604246304,1.826556031680299
13.793103448275863,-58.12503634414187,0.6748126999320021
15.172413793103448,-67.8627874633315,0.8638499066706988
16.551724137931036,-80.914993498207,1.2295943076581408
17.931034482758623,-94.06101311878696,1.1584858183891658
19.310344827586206,-104.17571685239847,1.8141761942477188
20.689655172413794,-120.53790082713913,0.7635569513579998
22.06896551724138,-136.42903523966504,1.2331829019067182
23.448275862068968,-149.95832797391978,0.9409656856145314
24.827586206896555,-165.51272725497438,1.1059516000592218
26.20689655172414,173.81103504039777,0.8336330597383067
27.586206896551726,157.7427617259221,1.3176434581216396
28.965517241379313,139.48881659841248,1.3958148355795785
30.344827586206897,120.77866671805369,2.7684545311351587
31.724137931034484,101.9744584016773,1.0794550735464867
33.10344827586207,79.05993629256496,1.2251588575526116
34.48275862068966,58.63003949548926,1.378130917936339
35.862068965517246,36.151840593023664,1.6760955147749608
37.24137931034483,11.102118524697786,2.0558668751449285
38.62068965517241,-9.18054195762615,1.4324937961971875
40.0,-33.46132322335882,1.4268256460055109
